time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-04-12T08:20:13.690Z,32.919,49.461,52.2,4.7,mb,,,,1.42,us,usp0009r6d,2014-11-07T01:09:53.164Z,"western Iran",earthquake,,25.5,,14,reviewed,us,us
2000-04-12T08:11:32.830Z,33.772,136.722,394.5,4.4,mb,,,,0.83,us,usp0009r6a,2014-11-07T01:09:53.150Z,"near the south coast of western Honshu, Japan",earthquake,,4.9,,30,reviewed,us,us
2000-04-12T00:09:32.430Z,49.663,155.863,48.7,4.1,mb,,,,1.25,us,usp0009r5x,2014-11-07T01:09:53.115Z,"Kuril Islands",earthquake,,,,3,reviewed,us,us
2000-04-12T00:01:30.840Z,43.352,47.094,10,4.1,mb,,,,1.16,us,usp0009r5w,2014-11-07T01:09:53.111Z,"Caucasus region, Russia",earthquake,,,,3,reviewed,us,us
2000-04-11T19:36:39.450Z,35.606,140.372,90.1,4.3,mb,,,,0.92,us,usp0009r5q,2014-11-07T01:09:53.069Z,"near the east coast of Honshu, Japan",earthquake,,11.3,,11,reviewed,us,us
2000-04-11T18:05:13.660Z,35.598,140.346,88.3,4.5,mb,,,,1.27,us,usp0009r5j,2014-11-07T01:09:53.023Z,"near the east coast of Honshu, Japan",earthquake,,11,,28,reviewed,us,us
2000-04-11T15:08:52.650Z,41.448,139.835,33,4.3,mb,,,,0.94,us,usp0009r59,2014-11-07T01:09:53.007Z,"Hokkaido, Japan region",earthquake,,,,14,reviewed,us,us
2000-04-11T11:24:30.680Z,51.41,15.98,5,4.9,mb,,,,1.22,us,usp0009r52,2020-01-03T23:49:00.227Z,"Poland",earthquake,,,,30,reviewed,us,us
2000-04-11T07:10:29.640Z,39.454,74.775,66.1,4.7,mb,,,,1.02,us,usp0009r4p,2014-11-07T01:09:52.919Z,"southern Xinjiang, China",earthquake,,6.2,,28,reviewed,us,us
2000-04-11T03:46:16.890Z,45.124,139.623,33,4.2,mb,,,,1.05,us,usp0009r4c,2014-11-07T01:09:52.865Z,"eastern Sea of Japan",earthquake,,,,15,reviewed,us,us
2000-04-11T02:31:50.930Z,33.89,134.926,33,4.5,mb,,,,0.46,us,usp0009r4a,2014-11-07T01:09:52.861Z,"Shikoku, Japan",earthquake,,,,1,reviewed,us,us
2000-04-11T01:26:55.210Z,50.478,157.702,33,4.3,mb,,,,1.4,us,usp0009r48,2014-11-07T01:09:52.857Z,"Kuril Islands",earthquake,,,,1,reviewed,us,us
2000-04-10T23:34:50.240Z,54.495,162.428,60.4,4.2,mb,,,,0.99,us,usp0009r45,2014-11-07T01:09:52.850Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,9.9,,6,reviewed,us,us
2000-04-10T06:42:44.170Z,55.201,163.146,45.1,5.2,mwc,,,,0.94,us,usp0009r32,2016-11-09T22:16:04.341Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,5.4,,,reviewed,us,hrv
2000-04-10T03:42:40.630Z,37.955,48.173,33,4.2,mb,,,,1.38,us,usp0009r2z,2014-11-07T01:09:52.735Z,"northwestern Iran",earthquake,,,,10,reviewed,us,us
2000-04-10T01:13:30.270Z,55.554,162.216,73.7,4.6,mb,,,,1.01,us,usp0009r2v,2014-11-07T01:09:52.722Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,7.2,,27,reviewed,us,us
2000-04-09T23:56:51.130Z,37.355,73.533,33,4.3,mb,,,,1.28,us,usp0009r2r,2014-11-07T01:09:52.711Z,"Hindu Kush region, Afghanistan",earthquake,,,,2,reviewed,us,us
2000-04-09T21:30:40.180Z,36.184,139.86,79.6,4.9,mb,,,,0.84,us,usp0009r2n,2014-11-07T01:09:52.690Z,"eastern Honshu, Japan",earthquake,,5.9,,81,reviewed,us,us
2000-04-09T21:08:52.750Z,34.699,140.457,58.5,4.6,mb,,,,0.88,us,usp0009r2k,2014-11-07T01:09:52.682Z,"near the east coast of Honshu, Japan",earthquake,,10.4,,27,reviewed,us,us
2000-04-09T21:05:24.100Z,54.759,162.56,52.8,4,mb,,,,1.15,us,usp0009r2j,2014-11-07T01:09:52.679Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,10.5,,5,reviewed,us,us
2000-04-09T16:59:56.560Z,34.685,119.994,33,4.1,mb,,,,1.38,us,usp0009r2d,2014-11-07T01:09:52.671Z,"Jiangsu, China",earthquake,,,,5,reviewed,us,us
2000-04-09T16:53:49.440Z,43.588,139.437,206.1,4.4,mb,,,,0.9,us,usp0009r2c,2014-11-07T01:09:52.666Z,"eastern Sea of Japan",earthquake,,10.1,,26,reviewed,us,us
2000-04-09T16:17:42.110Z,41.339,114.476,33,4.2,mb,,,,1.4,us,usp0009r2b,2014-11-07T01:09:52.664Z,"Nei Mongol-Hebei border region, China",earthquake,,,,5,reviewed,us,us
2000-04-09T14:12:04.360Z,38.879,70.986,56,4.1,mb,,,,1.09,us,usp0009r29,2014-11-07T01:09:52.659Z,"Tajikistan",earthquake,,10.6,,7,reviewed,us,us
2000-04-09T14:06:26.680Z,39.012,70.883,61.2,4.1,mb,,,,0.69,us,usp0009r27,2014-11-07T01:09:52.655Z,"Tajikistan",earthquake,,15.1,,6,reviewed,us,us
2000-04-09T10:37:16.610Z,34.149,25.611,33,4.1,mb,,,,1.36,us,usp0009r1w,2014-11-07T01:09:52.622Z,"Crete, Greece",earthquake,,,,25,reviewed,us,us
2000-04-09T05:05:39.530Z,49.857,160.346,10,4.2,mb,,,,1.11,us,usp0009r1e,2014-11-07T01:09:52.579Z,"east of the Kuril Islands",earthquake,,,,6,reviewed,us,us
2000-04-08T20:50:16.760Z,49.687,155.886,47,4.8,mb,,,,0.88,us,usp0009r0w,2014-11-07T01:09:52.524Z,"Kuril Islands",earthquake,,,,80,reviewed,us,us
2000-04-08T16:01:58.210Z,41.843,83.087,33,4.4,mb,,,,0.89,us,usp0009r0e,2014-11-07T01:09:52.487Z,"southern Xinjiang, China",earthquake,,,,8,reviewed,us,us
2000-04-07T19:09:26.260Z,38.15,22.788,18.9,4.4,mb,,,,,us,usp0009qyz,2014-11-07T01:09:52.337Z,"Greece",earthquake,,,,43,reviewed,the,us
2000-04-07T10:37:58.050Z,34.189,25.895,10,4.2,md,,,,1.12,us,usp0009qya,2014-11-07T01:09:52.163Z,"Crete, Greece",earthquake,,,,,reviewed,us,ath
2000-04-07T06:54:27.970Z,36.941,138.289,33,4.1,mb,,,,1.08,us,usp0009qy5,2014-11-07T01:09:52.133Z,"eastern Honshu, Japan",earthquake,,,,7,reviewed,us,us
2000-04-06T17:40:38.270Z,46.605,10.33,5,4.5,mb,,,,1.11,us,usp0009qx7,2014-11-07T01:09:52.028Z,"Switzerland",earthquake,,,,5,reviewed,us,us
2000-04-06T13:55:28.940Z,44.65,38.003,52.1,4.1,mb,,,,1.37,us,usp0009qww,2014-11-07T01:09:51.994Z,"Caucasus region, Russia",earthquake,,8.8,,10,reviewed,us,us
2000-04-06T04:27:27.390Z,55.309,163.064,33,4.7,mb,,,,0.95,us,usp0009qw8,2014-11-07T01:09:51.912Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,62,reviewed,us,us
2000-04-06T01:14:19.270Z,36.377,140.832,66.4,4.3,mb,,,,0.92,us,usp0009qvz,2014-11-07T01:09:51.881Z,"near the east coast of Honshu, Japan",earthquake,,11.5,,22,reviewed,us,us
2000-04-06T00:10:38.780Z,45.743,26.58,132.6,5.2,mwc,,,,1.03,us,usp0009qvs,2016-11-09T22:14:29.863Z,"Romania",earthquake,,,,,reviewed,us,hrv
2000-04-05T19:34:31.320Z,38.402,73.856,139.5,4.5,mb,,,,0.84,us,usp0009qve,2014-11-07T01:09:51.764Z,"Tajikistan",earthquake,,5.5,,39,reviewed,us,us
2000-04-05T19:27:22.000Z,48.371,155.073,33,4.2,mb,,,,0.47,us,usp0009qvd,2014-11-07T01:09:51.762Z,"Kuril Islands",earthquake,,,,1,reviewed,us,us
2000-04-05T07:01:32.300Z,34.51,25.66,38,4,mb,,,,,us,usp0009qug,2014-11-07T01:09:51.608Z,"Crete, Greece",earthquake,,,,1,reviewed,ath,us
2000-04-05T04:36:58.800Z,34.22,25.69,38,5.5,mwc,,,,,us,usp0009que,2016-11-09T22:14:04.973Z,"Crete, Greece",earthquake,,,,,reviewed,ath,hrv
2000-04-04T07:10:09.850Z,44.579,148.099,66.1,4.3,mb,,,,0.87,us,usp0009qt4,2014-11-07T01:09:51.287Z,"Kuril Islands",earthquake,,7.5,,11,reviewed,us,us
2000-04-04T07:02:39.430Z,54.857,162.852,33,4.2,mb,,,,1.19,us,usp0009qt3,2014-11-07T01:09:51.278Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,11,reviewed,us,us
2000-04-04T03:25:34.210Z,37.526,70,33,4,mb,,,,0.71,us,usp0009qsw,2014-11-07T01:09:51.251Z,"Hindu Kush region, Afghanistan",earthquake,,,,3,reviewed,us,us
2000-04-03T17:59:06.580Z,70.979,-13.249,10,4.3,mb,,,,0.89,us,usp0009qsf,2014-11-07T01:09:51.189Z,"Jan Mayen Island region",earthquake,,,,4,reviewed,us,us
2000-04-03T12:22:22.390Z,43.25,83.19,33,4.4,mb,,,,1,us,usp0009qrw,2014-11-07T01:09:51.013Z,"northern Xinjiang, China",earthquake,,,,10,reviewed,us,us
2000-04-03T08:30:42.640Z,49.666,155.964,53.7,4,mb,,,,1.31,us,usp0009qrc,2014-11-07T01:09:50.805Z,"Kuril Islands",earthquake,,,,5,reviewed,us,us
2000-04-02T18:57:38.300Z,40.803,30.244,7,4.6,mb,,,,,us,usp0009qqa,2014-11-07T01:09:50.499Z,"western Turkey",earthquake,,,,46,reviewed,isk,us
2000-04-02T17:26:53.200Z,37.624,37.387,9,4.3,mb,,,,,us,usp0009qq8,2014-11-07T01:09:50.477Z,"central Turkey",earthquake,,,,17,reviewed,isk,us
2000-04-02T12:17:28.230Z,46.039,151.426,49.2,4.2,mb,,,,0.81,us,usp0009qpx,2014-11-07T01:09:50.399Z,"Kuril Islands",earthquake,,,,3,reviewed,us,us
2000-04-02T11:47:49.680Z,56.172,163.93,33,4.1,mb,,,,1.05,us,usp0009qpt,2014-11-07T01:09:50.379Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,7,reviewed,us,us
2000-04-02T11:41:25.200Z,37.636,37.322,9,4.5,mb,,,,,us,usp0009qps,2014-11-07T01:09:50.356Z,"central Turkey",earthquake,,,,36,reviewed,isk,us
2000-04-01T22:33:15.050Z,34.656,23.609,42.5,4,mb,,,,1.37,us,usp0009qnq,2014-11-07T01:09:49.936Z,"Crete, Greece",earthquake,,8.6,,19,reviewed,us,us
2000-04-01T21:03:27.900Z,39.34,143.533,33,4.2,mb,,,,1.36,us,usp0009qnf,2014-11-07T01:09:49.705Z,"off the east coast of Honshu, Japan",earthquake,,,,10,reviewed,us,us
2000-04-01T18:08:03.850Z,42.84,11.685,10,4.5,mb,,,,1.13,us,usp0009qn7,2014-11-07T01:09:49.509Z,"central Italy",earthquake,,,,26,reviewed,us,us
2000-04-01T10:47:30.210Z,36.112,70.493,118,4.1,mb,,,,1.01,us,usp0009qmd,2014-11-07T01:09:48.668Z,"Hindu Kush region, Afghanistan",earthquake,,11.3,,5,reviewed,us,us
2000-03-31T22:27:34.780Z,36.623,141.171,33,4.4,mb,,,,1.07,us,usp0009qkc,2014-11-07T01:09:46.602Z,"near the east coast of Honshu, Japan",earthquake,,,,12,reviewed,us,us
2000-03-31T19:21:23.660Z,36.556,71.51,135.2,4.1,mb,,,,0.92,us,usp0009qjz,2014-11-07T01:09:46.566Z,"Hindu Kush region, Afghanistan",earthquake,,7.8,,10,reviewed,us,us
2000-03-31T18:12:24.890Z,42.569,140.785,33,5,mb,,,,0.87,us,usp0009qjw,2014-11-07T01:09:46.540Z,"Hokkaido, Japan region",earthquake,,,,90,reviewed,us,us
2000-03-31T16:52:26.310Z,34.285,25.578,87.4,4,mb,,,,1.27,us,usp0009qjp,2014-11-07T01:09:46.518Z,"Crete, Greece",earthquake,,13,,13,reviewed,us,us
2000-03-31T14:31:08.380Z,36.676,140.883,53.8,4.4,mb,,,,0.91,us,usp0009qjg,2014-11-07T01:09:46.505Z,"near the east coast of Honshu, Japan",earthquake,,11.1,,14,reviewed,us,us
2000-03-31T07:27:38.710Z,56.188,164.166,33,5.3,mwc,,,,0.77,us,usp0009qj3,2016-11-09T22:12:06.026Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,,reviewed,us,hrv
2000-03-31T03:35:49.230Z,38.311,74.979,139.5,4.1,mb,,,,0.51,us,usp0009qj1,2014-11-07T01:09:46.430Z,"Tajikistan-Xinjiang border region",earthquake,,9.1,,1,reviewed,us,us
2000-03-30T10:42:27.140Z,44.734,148.257,72.5,4.6,mb,,,,0.78,us,usp0009qgx,2014-11-07T01:09:46.318Z,"Kuril Islands",earthquake,,4.8,,52,reviewed,us,us
2000-03-30T09:51:54.580Z,42.588,140.932,10,4.3,mb,,,,0.68,us,usp0009qgu,2014-11-07T01:09:46.310Z,"Hokkaido, Japan region",earthquake,,,,17,reviewed,us,us
2000-03-30T09:32:17.850Z,39.503,15.839,266.8,4.6,mb,,,,0.98,us,usp0009qgk,2014-11-07T01:09:46.273Z,"southern Italy",earthquake,,1.7,,51,reviewed,us,us
2000-03-30T09:16:59.610Z,42.672,140.668,10,4.4,mb,,,,1.08,us,usp0009qgh,2014-11-07T01:09:46.269Z,"Hokkaido, Japan region",earthquake,,,,16,reviewed,us,us
2000-03-30T09:16:42.750Z,42.767,140.774,10,4.1,mb,,,,0.63,us,usp0009qgg,2014-11-07T01:09:46.267Z,"Hokkaido, Japan region",earthquake,,,,1,reviewed,us,us
2000-03-30T08:13:28.320Z,42.621,140.749,10,4.8,mb,,,,1.34,us,usp0009qge,2014-11-07T01:09:46.259Z,"Hokkaido, Japan region",earthquake,,,,38,reviewed,us,us
2000-03-30T07:06:06.920Z,43.343,146.412,64.1,5.1,mwc,,,,0.86,us,usp0009qg9,2016-11-09T22:11:36.889Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2000-03-30T05:02:42.560Z,42.431,140.698,10,4.1,mb,,,,0.68,us,usp0009qg8,2014-11-07T01:09:46.223Z,"Hokkaido, Japan region",earthquake,,,,7,reviewed,us,us
2000-03-30T02:24:32.620Z,39.096,13.775,410.4,4.5,mb,,,,0.91,us,usp0009qfy,2014-11-07T01:09:46.083Z,"Tyrrhenian Sea",earthquake,,3.5,,39,reviewed,us,us
2000-03-30T01:09:28.500Z,42.708,140.863,10,4.4,mb,,,,0.81,us,usp0009qfr,2014-11-07T01:09:46.073Z,"Hokkaido, Japan region",earthquake,,,,11,reviewed,us,us
2000-03-30T00:12:45.750Z,42.576,140.718,10,4.9,mb,,,,0.84,us,usp0009qfm,2014-11-07T01:09:46.054Z,"Hokkaido, Japan region",earthquake,,,,67,reviewed,us,us
2000-03-29T23:34:48.640Z,42.805,140.777,10,4.8,mb,,,,0.77,us,usp0009qfh,2014-11-07T01:09:46.050Z,"Hokkaido, Japan region",earthquake,,,,4,reviewed,us,us
2000-03-29T20:21:31.970Z,42.687,140.594,10,4.5,mb,,,,1.1,us,usp0009qf5,2014-11-07T01:09:46.011Z,"Hokkaido, Japan region",earthquake,,,,14,reviewed,us,us
2000-03-29T18:20:19.020Z,42.694,140.705,10,4.5,mb,,,,0.93,us,usp0009qey,2014-11-07T01:09:46.000Z,"Hokkaido, Japan region",earthquake,,,,14,reviewed,us,us
2000-03-29T17:54:18.670Z,42.595,140.605,10,4.5,mb,,,,1.21,us,usp0009qex,2014-11-07T01:09:45.996Z,"Hokkaido, Japan region",earthquake,,,,18,reviewed,us,us
2000-03-29T16:12:20.180Z,42.635,140.701,10,4,mb,,,,1.45,us,usp0009qer,2014-11-07T01:09:45.974Z,"Hokkaido, Japan region",earthquake,,,,4,reviewed,us,us
2000-03-29T15:21:21.000Z,42.498,140.901,10,4.2,mb,,,,1.19,us,usp0009qem,2014-11-07T01:09:45.965Z,"Hokkaido, Japan region",earthquake,,,,3,reviewed,us,us
2000-03-29T14:12:14.370Z,42.635,140.907,10,4.1,mb,,,,1.26,us,usp0009qeg,2014-11-07T01:09:45.948Z,"Hokkaido, Japan region",earthquake,,,,5,reviewed,us,us
2000-03-29T13:47:39.250Z,45.396,148.42,116.4,4.8,mb,,,,1.12,us,usp0009qee,2014-11-07T01:09:45.931Z,"Kuril Islands",earthquake,,,,58,reviewed,us,us
2000-03-29T09:48:42.530Z,53.843,170.82,33,4.5,mb,,,,0.88,us,usp0009qdx,2014-11-07T01:09:45.894Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,22,reviewed,us,us
2000-03-29T08:22:30.180Z,42.643,140.68,10,4.4,mb,,,,1.08,us,usp0009qdu,2014-11-07T01:09:45.886Z,"Hokkaido, Japan region",earthquake,,,,12,reviewed,us,us
2000-03-29T06:47:27.300Z,51.156,178.725,33,4.4,mb,,,,1.04,us,usp0009qdq,2014-11-07T01:09:45.854Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,22,reviewed,us,us
2000-03-29T05:44:18.930Z,55.169,162.548,62.3,4.2,mb,,,,1.11,us,usp0009qdn,2014-11-07T01:09:45.849Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,10.5,,6,reviewed,us,us
2000-03-28T17:55:49.690Z,35.315,58.23,33,4.9,ms,,,,1.03,us,usp0009qcd,2014-11-07T01:09:45.739Z,"northeastern Iran",earthquake,,,,17,reviewed,us,us
2000-03-28T01:46:31.250Z,38.359,91.321,33,4.6,mb,,,,0.99,us,usp0009qac,2014-11-07T01:09:45.395Z,"Xinjiang-Qinghai border region, China",earthquake,,,,14,reviewed,us,us
2000-03-27T15:41:57.580Z,35.633,27.146,47.5,4,mb,,,,1.34,us,usp0009q9m,2014-11-07T01:09:45.288Z,"Dodecanese Islands, Greece",earthquake,,7.3,,9,reviewed,us,us
2000-03-26T22:42:22.730Z,39.411,76.735,57.6,4.4,mb,,,,0.89,us,usp0009q8j,2014-11-07T01:09:45.175Z,"southern Xinjiang, China",earthquake,,,,20,reviewed,us,us
2000-03-26T20:41:22.330Z,39.42,76.801,53.5,4.6,mb,,,,0.92,us,usp0009q8d,2014-11-07T01:09:45.160Z,"southern Xinjiang, China",earthquake,,7,,31,reviewed,us,us
2000-03-26T12:57:28.070Z,36.624,-9.563,15.5,4,mblg,,,,,us,usp0009q7z,2014-11-07T01:09:45.131Z,"west of Gibraltar",earthquake,,,,,reviewed,mdd,mdd
2000-03-26T03:15:15.700Z,51.178,-178.079,33,4.3,mb,,,,0.99,us,usp0009q6e,2014-11-07T01:09:44.857Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,15,reviewed,us,us
2000-03-25T16:10:28.790Z,38.002,141.426,78.5,4.2,mb,,,,0.97,us,usp0009q5g,2014-11-07T01:09:44.752Z,"near the east coast of Honshu, Japan",earthquake,,,,12,reviewed,us,us
2000-03-25T03:20:25.740Z,51.377,-178.448,33,4.3,mb,,,,1.01,us,usp0009q4p,2020-02-20T20:09:46.774Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,36,reviewed,us,us
2000-03-24T14:00:23.880Z,35.716,136.998,33,4.2,mb,,,,1.36,us,usp0009q41,2014-11-07T01:09:44.607Z,"western Honshu, Japan",earthquake,,,,7,reviewed,us,us
2000-03-24T05:37:31.620Z,42.427,139.053,23.5,4.4,mb,,,,0.96,us,usp0009q3a,2014-11-07T01:09:44.412Z,"Hokkaido, Japan region",earthquake,,,,11,reviewed,us,us
2000-03-23T19:37:16.310Z,54.031,161.518,33,4.5,mb,,,,1.31,us,usp0009q2h,2014-11-07T01:09:44.317Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,16,reviewed,us,us
2000-03-23T14:15:17.690Z,51.821,170.724,33,5.3,mwc,,,,0.84,us,usp0009q2c,2016-11-09T22:08:21.972Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
2000-03-23T11:41:33.620Z,48.011,153.06,142.4,4.9,mb,,,,0.8,us,usp0009q28,2014-11-07T01:09:44.262Z,"Kuril Islands",earthquake,,,,85,reviewed,us,us
2000-03-22T22:03:28.550Z,43.643,147.45,33,4.5,mb,,,,1.05,us,usp0009q1m,2014-11-07T01:09:44.180Z,"Kuril Islands",earthquake,,,,16,reviewed,us,us
2000-03-22T19:52:39.700Z,36.421,71.409,96.8,4.3,mb,,,,1.45,us,usp0009q1j,2014-11-07T01:09:44.176Z,"Hindu Kush region, Afghanistan",earthquake,,14.7,,1,reviewed,us,us
2000-03-22T19:48:09.260Z,51.288,157.014,33,4.3,mb,,,,1.42,us,usp0009q1h,2014-11-07T01:09:44.173Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,5,reviewed,us,us
2000-03-21T14:07:40.820Z,39.949,48.23,59.7,5.2,mwc,,,,1.01,us,usp0009q00,2016-11-09T22:07:28.251Z,"Azerbaijan",earthquake,,,,,reviewed,us,hrv
2000-03-21T02:18:41.680Z,49.392,155.675,65,4.3,mb,,,,0.94,us,usp0009pze,2014-11-07T01:09:43.664Z,"Kuril Islands",earthquake,,7.6,,9,reviewed,us,us
2000-03-20T15:16:33.270Z,45.28,151.345,33,4.4,mb,,,,1.28,us,usp0009pyy,2014-11-07T01:09:43.628Z,"Kuril Islands",earthquake,,,,3,reviewed,us,us
2000-03-20T14:53:29.640Z,47.018,154.259,33,4.8,mb,,,,1.34,us,usp0009pyv,2014-11-07T01:09:43.616Z,"Kuril Islands",earthquake,,,,26,reviewed,us,us
2000-03-20T06:45:33.130Z,40.424,42.395,10,4.6,mb,,,,1.23,us,usp0009py8,2014-11-07T01:09:43.541Z,"eastern Turkey",earthquake,,,,17,reviewed,us,us
2000-03-19T21:26:02.380Z,37.989,141.336,80.1,5.3,mwc,,,,0.76,us,usp0009pxs,2016-11-09T22:06:38.223Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-03-19T19:27:27.440Z,47.076,151.495,33,4.8,mb,,,,0.39,us,usp0009pxm,2014-11-07T01:09:43.449Z,"Kuril Islands",earthquake,,,,2,reviewed,us,us
2000-03-19T13:48:29.650Z,43.53,135.731,344.9,4.5,mb,,,,0.9,us,usp0009px5,2014-11-07T01:09:43.401Z,"Primor'ye, Russia",earthquake,,4.5,,51,reviewed,us,us
2000-03-19T04:58:30.440Z,48.271,146.429,482.6,4,mb,,,,0.8,us,usp0009pwd,2014-11-07T01:09:43.076Z,"Sea of Okhotsk",earthquake,,13.3,,13,reviewed,us,us
2000-03-19T03:49:18.360Z,37.223,138.554,33,4.4,mb,,,,1.18,us,usp0009pw9,2014-11-07T01:09:43.064Z,"near the west coast of Honshu, Japan",earthquake,,,,11,reviewed,us,us
2000-03-18T04:55:13.000Z,42.628,16.227,10,4.1,ml,,,,,us,usp0009pv0,2014-11-07T01:09:42.891Z,"Adriatic Sea",earthquake,,,,,reviewed,rom,zag
2000-03-18T04:09:51.770Z,40.472,42.315,10,4.6,mb,,,,1.17,us,usp0009puy,2014-11-07T01:09:42.871Z,"eastern Turkey",earthquake,,,,18,reviewed,us,us
2000-03-18T02:26:45.130Z,50.919,156.158,151,4.3,mb,,,,1.12,us,usp0009puu,2014-11-07T01:09:42.856Z,"Kuril Islands",earthquake,,5.4,,25,reviewed,us,us
2000-03-18T01:29:10.490Z,35.325,-1.403,13.9,4,mblg,,,,,us,usp0009pur,2014-11-07T01:09:42.849Z,"northern Algeria",earthquake,,,,,reviewed,mdd,mdd
2000-03-17T20:24:08.100Z,39.115,74.726,61.3,4,mb,,,,0.57,us,usp0009puh,2014-11-07T01:09:42.818Z,"southern Xinjiang, China",earthquake,,17.2,,1,reviewed,us,us
2000-03-17T12:14:13.310Z,40.451,42.448,10,4,mb,,,,1.3,us,usp0009ptv,2014-11-07T01:09:42.660Z,"eastern Turkey",earthquake,,,,3,reviewed,us,us
2000-03-17T10:14:06.230Z,48.749,155.286,42.7,5,mb,,,,0.84,us,usp0009ptq,2014-11-07T01:09:42.628Z,"Kuril Islands",earthquake,,,,73,reviewed,us,us
2000-03-17T10:13:53.920Z,43.899,140.018,210.3,4.2,mb,,,,1.03,us,usp0009ptp,2014-11-07T01:09:42.626Z,"Hokkaido, Japan region",earthquake,,18.5,,2,reviewed,us,us
2000-03-17T01:20:39.600Z,40.822,78.244,51.8,4.5,mb,,,,1.07,us,usp0009pt3,2014-11-07T01:09:42.576Z,"southern Xinjiang, China",earthquake,,12.2,,4,reviewed,us,us
2000-03-16T17:40:39.550Z,42.771,141.807,135.2,4.2,mb,,,,1.01,us,usp0009psr,2014-11-07T01:09:42.539Z,"Hokkaido, Japan region",earthquake,,10.5,,8,reviewed,us,us
2000-03-15T22:00:29.390Z,40.925,71.047,33,4,mb,,,,1.02,us,usp0009prq,2014-11-07T01:09:42.378Z,"eastern Uzbekistan",earthquake,,,,3,reviewed,us,us
2000-03-15T18:58:49.360Z,36.298,71.399,114.7,4.3,mb,,,,0.96,us,usp0009prj,2014-11-07T01:09:42.356Z,"Hindu Kush region, Afghanistan",earthquake,,11.4,,6,reviewed,us,us
2000-03-14T00:52:25.360Z,54.38,86.205,10,4.1,mb,,,,1.39,us,usp0009pp4,2014-11-07T01:09:41.422Z,"southwestern Siberia, Russia",earthquake,,,,6,reviewed,us,us
2000-03-13T19:57:54.890Z,34.083,26.081,33,4.1,mb,,,,1.27,us,usp0009pnt,2014-11-07T01:09:41.229Z,"Crete, Greece",earthquake,,,,32,reviewed,us,us
2000-03-13T14:18:46.460Z,35.356,23.381,50.4,4.7,mb,,,,1.36,us,usp0009pnp,2014-11-07T01:09:41.193Z,"Crete, Greece",earthquake,,,,68,reviewed,us,us
2000-03-13T12:06:47.250Z,51.677,16.167,5,4.1,mb,,,,1.16,us,usp0009pnj,2014-11-07T01:09:41.174Z,"Poland",earthquake,,,,1,reviewed,us,us
2000-03-13T04:16:07.700Z,43.297,-0.946,13.2,4.2,ml,,,,,us,usp0009pn3,2014-11-07T01:09:41.096Z,"Pyrenees",earthquake,,,,,reviewed,ldg,str
2000-03-12T18:25:41.660Z,51.571,143.162,10,4.1,mb,,,,1.29,us,usp0009pmf,2014-11-07T01:09:40.995Z,"Sakhalin, Russia",earthquake,,,,2,reviewed,us,us
2000-03-12T15:02:33.130Z,37.377,140.044,33,4.2,mb,,,,0.39,us,usp0009pma,2014-11-07T01:09:40.972Z,"eastern Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-03-12T03:36:04.330Z,42.958,146.747,50.5,4.2,mb,,,,0.72,us,usp0009pkn,2014-11-07T01:09:40.866Z,"off the coast of Hokkaido, Japan",earthquake,,9,,4,reviewed,us,us
2000-03-12T02:28:07.920Z,38.543,68.967,49,4.1,mb,,,,0.65,us,usp0009pkm,2014-11-07T01:09:40.865Z,"Tajikistan",earthquake,,12.1,,4,reviewed,us,us
2000-03-12T00:39:34.150Z,35.291,23.369,33,4,mb,,,,1.03,us,usp0009pkf,2014-11-07T01:09:40.848Z,"Crete, Greece",earthquake,,,,22,reviewed,us,us
2000-03-12T00:28:46.110Z,45.145,14.841,10,4,ml,,,,0.95,us,usp0009pke,2014-11-07T01:09:40.838Z,"Croatia",earthquake,,,,,reviewed,us,str
2000-03-11T11:12:13.900Z,44.28,148.782,53.3,4,mb,,,,1.22,us,usp0009pjm,2014-11-07T01:09:40.752Z,"Kuril Islands",earthquake,,23.3,,4,reviewed,us,us
2000-03-11T10:35:26.890Z,41.932,12.916,10,4.7,mb,,,,1.16,us,usp0009pjj,2014-11-07T01:09:40.732Z,"southern Italy",earthquake,,,,16,reviewed,us,us
